Date,News Title,News Description,Source,Sentiment,URL,Type
2023-11-29,Indian shares surges amid 100 developments,"On 2023-11-29, Indian stock markets showed mixed movement. Indian shares surges amid 100 developments. The NSE Nifty showed surges of 100 points. This was primarily driven by foreign investments.",Economic Times,Neutral,https://example.com/news/20231129/4,Synthetic Historical
2023-11-29,Global cues lead to dips in Indian markets: 50,"On 2023-11-29, Indian stock markets showed steady movement. Global cues lead to dips in Indian markets: 50. The NSE Nifty showed dips of 50 points. This was primarily driven by corporate announcements.",Bloomberg,Positive,https://example.com/news/20231129/2,Synthetic Historical
2023-11-28,Stock market rises: budget announcements leads to positive in indices,"On 2023-11-28, Indian stock markets showed positive movement. Stock market rises: budget announcements leads to positive in indices. The BSE Sensex showed rises of 400 points. This was primarily driven by budget announcements.",Bloomberg,Positive,https://example.com/news/20231128/1,Synthetic Historical
2023-11-28,"Sensex jumps points, Nifty budget announcements as negative","On 2023-11-28, Indian stock markets showed negative movement. Sensex jumps points, Nifty budget announcements as negative. The NSE Nifty showed jumps of 700 points. This was primarily driven by budget announcements.",Business Standard,Negative,https://example.com/news/20231128/0,Synthetic Historical
2023-11-27,"rises companies report foreign investments earnings, impacting volatile","On 2023-11-27, Indian stock markets showed volatile movement. rises companies report foreign investments earnings, impacting volatile. The NSE Nifty showed rises of 400 points. This was primarily driven by foreign investments.",Live Mint,Neutral,https://example.com/news/20231127/3,Synthetic Historical
2023-11-27,"rises companies report regulatory changes earnings, impacting negative","On 2023-11-27, Indian stock markets showed negative movement. rises companies report regulatory changes earnings, impacting negative. The NSE Nifty showed rises of 600 points. This was primarily driven by regulatory changes.",CNBC TV18,Negative,https://example.com/news/20231127/2,Synthetic Historical
2023-11-27,Global cues lead to surges in Indian markets: 50,"On 2023-11-27, Indian stock markets showed steady movement. Global cues lead to surges in Indian markets: 50. The NSE Nifty showed surges of 50 points. This was primarily driven by regulatory changes.",Business Standard,Positive,https://example.com/news/20231127/1,Synthetic Historical
2023-11-27,Indian shares rises amid 100 developments,"On 2023-11-27, Indian stock markets showed negative movement. Indian shares rises amid 100 developments. The NSE Nifty showed rises of 100 points. This was primarily driven by economic data.",MoneyControl,Positive,https://example.com/news/20231127/0,Synthetic Historical
2023-11-24,Global cues lead to declines in Indian markets: 700,"On 2023-11-24, Indian stock markets showed positive movement. Global cues lead to declines in Indian markets: 700. The BSE Sensex showed declines of 700 points. This was primarily driven by currency movements.",Bloomberg,Positive,https://example.com/news/20231124/2,Synthetic Historical
2023-11-24,Indian shares jumps amid 300 developments,"On 2023-11-24, Indian stock markets showed negative movement. Indian shares jumps amid 300 developments. The BSE Sensex showed jumps of 300 points. This was primarily driven by sector performance.",NDTV Profit,Neutral,https://example.com/news/20231124/1,Synthetic Historical
2023-11-24,Indian shares falls amid 500 developments,"On 2023-11-24, Indian stock markets showed positive movement. Indian shares falls amid 500 developments. The NSE Nifty showed falls of 500 points. This was primarily driven by monetary policy.",Reuters,Positive,https://example.com/news/20231124/0,Synthetic Historical
2023-11-23,"BSE, NSE surges: 600 influences trading","On 2023-11-23, Indian stock markets showed positive movement. BSE, NSE surges: 600 influences trading. The BSE Sensex showed surges of 600 points. This was primarily driven by global markets.",Financial Express,Positive,https://example.com/news/20231123/2,Synthetic Historical
2023-11-23,Indian shares rises amid 100 developments,"On 2023-11-23, Indian stock markets showed steady movement. Indian shares rises amid 100 developments. The BSE Sensex showed rises of 100 points. This was primarily driven by sector performance.",NDTV Profit,Positive,https://example.com/news/20231123/1,Synthetic Historical
2023-11-23,Market rises: commodity prices sector shows volatile performance,"On 2023-11-23, Indian stock markets showed volatile movement. Market rises: commodity prices sector shows volatile performance. The BSE Sensex showed rises of 100 points. This was primarily driven by commodity prices.",Economic Times,Positive,https://example.com/news/20231123/0,Synthetic Historical
2023-11-22,"falls companies report foreign investments earnings, impacting steady","On 2023-11-22, Indian stock markets showed steady movement. falls companies report foreign investments earnings, impacting steady. The BSE Sensex showed falls of 50 points. This was primarily driven by foreign investments.",Bloomberg,Neutral,https://example.com/news/20231122/1,Synthetic Historical
2023-11-22,"BSE, NSE falls: 700 influences trading","On 2023-11-22, Indian stock markets showed volatile movement. BSE, NSE falls: 700 influences trading. The BSE Sensex showed falls of 700 points. This was primarily driven by political developments.",MoneyControl,Positive,https://example.com/news/20231122/0,Synthetic Historical
2023-11-21,"RBI policy decision: jumps rates, markets 400","On 2023-11-21, Indian stock markets showed steady movement. RBI policy decision: jumps rates, markets 400. The BSE Sensex showed jumps of 400 points. This was primarily driven by regulatory changes.",Business Standard,Positive,https://example.com/news/20231121/0,Synthetic Historical
2023-11-21,Stock market rises: political developments leads to mixed in indices,"On 2023-11-21, Indian stock markets showed mixed movement. Stock market rises: political developments leads to mixed in indices. The NSE Nifty showed rises of 100 points. This was primarily driven by political developments.",Economic Times,Neutral,https://example.com/news/20231121/1,Synthetic Historical
2023-11-21,"RBI policy decision: falls rates, markets 600","On 2023-11-21, Indian stock markets showed positive movement. RBI policy decision: falls rates, markets 600. The BSE Sensex showed falls of 600 points. This was primarily driven by currency movements.",CNBC TV18,Positive,https://example.com/news/20231121/2,Synthetic Historical
2023-11-20,Market plunges: corporate announcements sector shows steady performance,"On 2023-11-20, Indian stock markets showed steady movement. Market plunges: corporate announcements sector shows steady performance. The NSE Nifty showed plunges of 600 points. This was primarily driven by corporate announcements.",MoneyControl,Positive,https://example.com/news/20231120/2,Synthetic Historical
2023-11-20,"Sensex jumps points, Nifty monetary policy as positive","On 2023-11-20, Indian stock markets showed positive movement. Sensex jumps points, Nifty monetary policy as positive. The BSE Sensex showed jumps of 700 points. This was primarily driven by monetary policy.",Reuters,Positive,https://example.com/news/20231120/1,Synthetic Historical
2023-11-20,"surges companies report economic data earnings, impacting mixed","On 2023-11-20, Indian stock markets showed mixed movement. surges companies report economic data earnings, impacting mixed. The BSE Sensex showed surges of 700 points. This was primarily driven by economic data.",CNBC TV18,Positive,https://example.com/news/20231120/0,Synthetic Historical
2023-11-17,Indian shares rises amid 500 developments,"On 2023-11-17, Indian stock markets showed negative movement. Indian shares rises amid 500 developments. The BSE Sensex showed rises of 500 points. This was primarily driven by commodity prices.",ET Now,Neutral,https://example.com/news/20231117/1,Synthetic Historical
2023-11-17,"declines companies report sector performance earnings, impacting positive","On 2023-11-17, Indian stock markets showed positive movement. declines companies report sector performance earnings, impacting positive. The BSE Sensex showed declines of 700 points. This was primarily driven by sector performance.",Financial Express,Positive,https://example.com/news/20231117/0,Synthetic Historical
2023-11-16,Rupee surges against dollar as markets 50,"On 2023-11-16, Indian stock markets showed positive movement. Rupee surges against dollar as markets 50. The NSE Nifty showed surges of 50 points. This was primarily driven by sector performance.",Economic Times,Positive,https://example.com/news/20231116/1,Synthetic Historical
